Home Member State;Document Type;Prospectus Type;Approval or filing date;Issuer(s) Name / LEI;ISIN;EU Growth prospectus category;Host Member State(s);Last Update Date;Physical Document;Language;More Info;physical_doc_downl_url;file_name
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;05/06/2024;BANCO BPM SOCIETA' PER AZIONI - 815600E4E6DCD2D25E30;;;;05/06/2024;downloadFile?fileId=33577945&checksum=356e01610921d36714a9801e1ec9ffbd;English;details?core=esma_registers_priii_documents&docId=29497724;https://registers.esma.europa.eu/publication/downloadFile?fileId=33577945&checksum=356e01610921d36714a9801e1ec9ffbd;BANCO_BPM_SOCIETA'_PER_AZIONI_-_815600E4E6DCD2D25E30__Base_Prospectus__05-06-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;05/06/2024;COMMERZBANK Aktiengesellschaft - 851WYGNLUQLFZBSYGB56;;;GERMANY;05/06/2024;downloadFile?fileId=33578405&checksum=f4be93cdd0a2700d67e9b78e499d1f13;English;details?core=esma_registers_priii_documents&docId=29498118;https://registers.esma.europa.eu/publication/downloadFile?fileId=33578405&checksum=f4be93cdd0a2700d67e9b78e499d1f13;COMMERZBANK_Aktiengesellschaft_-_851WYGNLUQLFZBSYGB56__Base_Prospectus__05-06-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;05/06/2024;Sixt SE - 5299004ZME6CSBR7WP07;;;AUSTRIA,GERMANY,...;05/06/2024;downloadFile?fileId=33577639&checksum=e586c244d9f28f7852ef69accb3fbe3f;English;details?core=esma_registers_priii_documents&docId=29497579;https://registers.esma.europa.eu/publication/downloadFile?fileId=33577639&checksum=e586c244d9f28f7852ef69accb3fbe3f;Sixt_SE_-_5299004ZME6CSBR7WP07__Base_Prospectus__05-06-2024.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;05/06/2024;CARREFOUR - 549300B8P6MUJ1YWTS08;;;;06/06/2024;downloadFile?fileId=33599585&checksum=b290db329149731e7f113b21af9ba0ee;English;details?core=esma_registers_priii_documents&docId=29519055;https://registers.esma.europa.eu/publication/downloadFile?fileId=33599585&checksum=b290db329149731e7f113b21af9ba0ee;CARREFOUR_-_549300B8P6MUJ1YWTS08__Base_Prospectus__05-06-2024.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;04/06/2024;AB Bonnier Fastigheter Finans (publ) - 549300IKMNJ0HH52S033;;;;05/06/2024;downloadFile?fileId=33577594&checksum=a5f2c2c13c448d79258d8e221a4d6b95;English;details?core=esma_registers_priii_documents&docId=29497549;https://registers.esma.europa.eu/publication/downloadFile?fileId=33577594&checksum=a5f2c2c13c448d79258d8e221a4d6b95;AB_Bonnier_Fastigheter_Finans_(publ)_-_549300IKMNJ0HH52S033__Base_Prospectus__04-06-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;04/06/2024;VODAFONE INTERNATIONAL FINANCING DESIGNATED ACTIVITY COMPANY - 2138004BCYGT82KFW603;;;;04/06/2024;downloadFile?fileId=33544754&checksum=217c5402af94a046cff58093cdaf5f71;English;details?core=esma_registers_priii_documents&docId=29465077;https://registers.esma.europa.eu/publication/downloadFile?fileId=33544754&checksum=217c5402af94a046cff58093cdaf5f71;VODAFONE_INTERNATIONAL_FINANCING_DESIGNATED_ACTIVITY_COMPANY_-_2138004BCYGT82KFW603__Base_Prospectus__04-06-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;04/06/2024;BANCO BPM SOCIETA' PER AZIONI - 815600E4E6DCD2D25E30;;;;04/06/2024;downloadFile?fileId=33544793&checksum=392c62b71febd5c83a1f70c0beacc03c;English;details?core=esma_registers_priii_documents&docId=29465116;https://registers.esma.europa.eu/publication/downloadFile?fileId=33544793&checksum=392c62b71febd5c83a1f70c0beacc03c;BANCO_BPM_SOCIETA'_PER_AZIONI_-_815600E4E6DCD2D25E30__Base_Prospectus__04-06-2024.pdf
NORWAY;Base prospectus without Final terms;Base Prospectus;04/06/2024;B2 IMPACT ASA - 5967007LIEEXZXFHOO08;;;;06/06/2024;downloadFile?fileId=33607167&checksum=56f420c2e9b401d23015c6aab13a2c59;English;details?core=esma_registers_priii_documents&docId=29526179;https://registers.esma.europa.eu/publication/downloadFile?fileId=33607167&checksum=56f420c2e9b401d23015c6aab13a2c59;B2_IMPACT_ASA_-_5967007LIEEXZXFHOO08__Base_Prospectus__04-06-2024.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;03/06/2024;ENGIE - LAXUQCHT4FH58LRZDY46;;;;04/06/2024;downloadFile?fileId=33544816&checksum=5eb56490f5ef4aa092bf88ecc3485540;English;details?core=esma_registers_priii_documents&docId=29465139;https://registers.esma.europa.eu/publication/downloadFile?fileId=33544816&checksum=5eb56490f5ef4aa092bf88ecc3485540;ENGIE_-_LAXUQCHT4FH58LRZDY46__Base_Prospectus__03-06-2024.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;03/06/2024;Landshypotek Bank Aktiebolag - 5493004WUGGU2BQI7F14;;;;04/06/2024;downloadFile?fileId=33543991&checksum=8a6d1222104acbcaf2c1a5deb57da917;English;details?core=esma_registers_priii_documents&docId=29464344;https://registers.esma.europa.eu/publication/downloadFile?fileId=33543991&checksum=8a6d1222104acbcaf2c1a5deb57da917;Landshypotek_Bank_Aktiebolag_-_5493004WUGGU2BQI7F14__Base_Prospectus__03-06-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;03/06/2024;ASSICURAZIONI GENERALI - 549300X5UKJVE386ZB61;;;;03/06/2024;downloadFile?fileId=33506010&checksum=ac1ed9bd587a8aff7c1b0a3bdb2d4ff9;English;details?core=esma_registers_priii_documents&docId=29426705;https://registers.esma.europa.eu/publication/downloadFile?fileId=33506010&checksum=ac1ed9bd587a8aff7c1b0a3bdb2d4ff9;ASSICURAZIONI_GENERALI_-_549300X5UKJVE386ZB61__Base_Prospectus__03-06-2024.pdf
NETHERLANDS;Base prospectus without Final terms;Base Prospectus;03/06/2024;NEDERLANDSE FINANCIERINGS-MAATSCHAPPIJ VOOR ONTWIKKELINGSLANDEN N.V. - XTC5E2QFTEF0435JWL77;;;LUXEMBOURG;03/06/2024;downloadFile?fileId=33504707&checksum=2a15f2086030aed2a11ffcfdf4882087;English;details?core=esma_registers_priii_documents&docId=29425402;https://registers.esma.europa.eu/publication/downloadFile?fileId=33504707&checksum=2a15f2086030aed2a11ffcfdf4882087;NEDERLANDSE_FINANCIERINGS-MAATSCHAPPIJ_VOOR_ONTWIKKELINGSLANDEN_NV_-_XTC5E2QFTEF0435JWL77__Base_Prospectus__03-06-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;31/05/2024;Aroundtown SA - 529900H4DWG3KWMBMQ39;;;IRELAND;31/05/2024;downloadFile?fileId=33502938&checksum=82a2e92e88afdafc5bfcc6340fe9686b;English;details?core=esma_registers_priii_documents&docId=29424004;https://registers.esma.europa.eu/publication/downloadFile?fileId=33502938&checksum=82a2e92e88afdafc5bfcc6340fe9686b;Aroundtown_SA_-_529900H4DWG3KWMBMQ39__Base_Prospectus__31-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;31/05/2024;SG Issuer - 549300QNMDBVTHX8H127, SOCIETE GENERALE - O2RNE8IBXP4R0TD8PU41;;;AUSTRIA,BELGIUM,...;31/05/2024;downloadFile?fileId=33503022&checksum=d6f7b52eaba8d3eb92ffe7248255e684;English;details?core=esma_registers_priii_documents&docId=29424088;https://registers.esma.europa.eu/publication/downloadFile?fileId=33503022&checksum=d6f7b52eaba8d3eb92ffe7248255e684;SG_Issuer_-_549300QNMDBVTHX8H127_SOCIETE_GENERALE_-_O2RNE8IBXP4R0TD8PU41__Base_Prospectus__31-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;31/05/2024;DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main - 529900HNOAA1KXQJUQ27;;;AUSTRIA,GERMANY,...;31/05/2024;downloadFile?fileId=33502926&checksum=bb91eb8b4f2b43ca95b7c8d8e909bd08;English;details?core=esma_registers_priii_documents&docId=29423992;https://registers.esma.europa.eu/publication/downloadFile?fileId=33502926&checksum=bb91eb8b4f2b43ca95b7c8d8e909bd08;DZ_BANK_AG_Deutsche_Zentral-Genossenschaftsbank_Frankfurt_am_Main_-_529900HNOAA1KXQJUQ27__Base_Prospectus__31-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;31/05/2024;DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main - 529900HNOAA1KXQJUQ27;;;AUSTRIA,GERMANY,...;31/05/2024;downloadFile?fileId=33503139&checksum=1bf1978aaa35586328009a14818862dc;English;details?core=esma_registers_priii_documents&docId=29424205;https://registers.esma.europa.eu/publication/downloadFile?fileId=33503139&checksum=1bf1978aaa35586328009a14818862dc;DZ_BANK_AG_Deutsche_Zentral-Genossenschaftsbank_Frankfurt_am_Main_-_529900HNOAA1KXQJUQ27__Base_Prospectus__31-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;31/05/2024;BANK OF NEW ZEALAND - N7LGVZM7X4UQ66T7LT74;;;;31/05/2024;downloadFile?fileId=33502983&checksum=200a9a9763a156be92036b2635d70348;English;details?core=esma_registers_priii_documents&docId=29424049;https://registers.esma.europa.eu/publication/downloadFile?fileId=33502983&checksum=200a9a9763a156be92036b2635d70348;BANK_OF_NEW_ZEALAND_-_N7LGVZM7X4UQ66T7LT74__Base_Prospectus__31-05-2024.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;31/05/2024;NOBA BANK GROUP AB (PUBL) - 21380057HUGFEAF25W84;;;;03/06/2024;downloadFile?fileId=33506072&checksum=6d69e2107d4eb3612dd866959db58e14;English;details?core=esma_registers_priii_documents&docId=29426767;https://registers.esma.europa.eu/publication/downloadFile?fileId=33506072&checksum=6d69e2107d4eb3612dd866959db58e14;NOBA_BANK_GROUP_AB_(PUBL)_-_21380057HUGFEAF25W84__Base_Prospectus__31-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;30/05/2024;Ellevio AB - 635400VVAMAJWNK9IT79;;;;30/05/2024;downloadFile?fileId=33483921&checksum=048e629365549baedc4cf928fadbf1ad;English;details?core=esma_registers_priii_documents&docId=29405290;https://registers.esma.europa.eu/publication/downloadFile?fileId=33483921&checksum=048e629365549baedc4cf928fadbf1ad;Ellevio_AB_-_635400VVAMAJWNK9IT79__Base_Prospectus__30-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;30/05/2024;NESTLE CAPITAL CORPORATION - 549300VIRTXBZ81J0S95, NESTLÉ FINANCE INTERNATIONAL LTD. - 0KLLMNHINTFDRMU6DI05;;;AUSTRIA,GERMANY,...;30/05/2024;downloadFile?fileId=33484278&checksum=528f6641bedf3fd0ca86095eec82925f;English;details?core=esma_registers_priii_documents&docId=29405613;https://registers.esma.europa.eu/publication/downloadFile?fileId=33484278&checksum=528f6641bedf3fd0ca86095eec82925f;NESTLE_CAPITAL_CORPORATION_-_549300VIRTXBZ81J0S95_NESTLÉ_FINANCE_INTERNATIONAL_LTD_-_0KLLMNHINTFDRMU6DI05__Base_Prospectus__30-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;30/05/2024;IBERDROLA FINANZAS SA - 5493004PZNZWWBOUV388;;;;30/05/2024;downloadFile?fileId=33484237&checksum=f86bc8baa687de0b4eb61048039eb558;English;details?core=esma_registers_priii_documents&docId=29405575;https://registers.esma.europa.eu/publication/downloadFile?fileId=33484237&checksum=f86bc8baa687de0b4eb61048039eb558;IBERDROLA_FINANZAS_SA_-_5493004PZNZWWBOUV388__Base_Prospectus__30-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;30/05/2024;BNP Paribas Fortis - KGCEPHLVVKVRZYO1T647, BNP Paribas Fortis Funding - 549300J2UEC8CUFW6083;;;BELGIUM,FRANCE;30/05/2024;downloadFile?fileId=33484280&checksum=39b21c9198a262fe4b5dbddfcfe0fcb3;English;details?core=esma_registers_priii_documents&docId=29405615;https://registers.esma.europa.eu/publication/downloadFile?fileId=33484280&checksum=39b21c9198a262fe4b5dbddfcfe0fcb3;BNP_Paribas_Fortis_-_KGCEPHLVVKVRZYO1T647_BNP_Paribas_Fortis_Funding_-_549300J2UEC8CUFW6083__Base_Prospectus__30-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;30/05/2024;LEONARDO - SOCIETA' PER AZIONI - 529900X4EEX1U9LN3U39;;;;30/05/2024;downloadFile?fileId=33484239&checksum=7aeb719387499298f859a9d9242cb4f6;English;details?core=esma_registers_priii_documents&docId=29405577;https://registers.esma.europa.eu/publication/downloadFile?fileId=33484239&checksum=7aeb719387499298f859a9d9242cb4f6;LEONARDO_-_SOCIETA'_PER_AZIONI_-_529900X4EEX1U9LN3U39__Base_Prospectus__30-05-2024.pdf
NETHERLANDS;Base prospectus without Final terms;Base Prospectus;29/05/2024;Universal Music Group N.V. - 724500GJBUL3D9TW9Y18;;;;29/05/2024;downloadFile?fileId=33453066&checksum=15b820931f00e39251d5636cf875ba21;English;details?core=esma_registers_priii_documents&docId=29374840;https://registers.esma.europa.eu/publication/downloadFile?fileId=33453066&checksum=15b820931f00e39251d5636cf875ba21;Universal_Music_Group_NV_-_724500GJBUL3D9TW9Y18__Base_Prospectus__29-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;29/05/2024;GLENCORE CAPITAL FINANCE DESIGNATED ACTIVITY COMPANY - 213800HCUCI1HC7X6Q34, GLENCORE FINANCE (EUROPE) LIMITED - 213800WHKNIC1JQQG433;;;;29/05/2024;downloadFile?fileId=33452845&checksum=bece2883b3d78a95f3b8b328ff78a5e7;English;details?core=esma_registers_priii_documents&docId=29374619;https://registers.esma.europa.eu/publication/downloadFile?fileId=33452845&checksum=bece2883b3d78a95f3b8b328ff78a5e7;GLENCORE_CAPITAL_FINANCE_DESIGNATED_ACTIVITY_COMPANY_-_213800HCUCI1HC7X6Q34_GLENCORE_FINANCE_(EUROPE)_LIMITED_-_213800WHKNIC1JQQG433__Base_Prospectus__29-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;29/05/2024;LGT Bank AG - 7KDSOB6Z0X4S67TMX170;;;;29/05/2024;downloadFile?fileId=33453029&checksum=a49d0a32e5c24a58be0eef3994495665;English;details?core=esma_registers_priii_documents&docId=29374803;https://registers.esma.europa.eu/publication/downloadFile?fileId=33453029&checksum=a49d0a32e5c24a58be0eef3994495665;LGT_Bank_AG_-_7KDSOB6Z0X4S67TMX170__Base_Prospectus__29-05-2024.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;29/05/2024;SIA Mintos Finance No.23 - 984500D0010E54CED395;;;AUSTRIA,BELGIUM,...;30/05/2024;downloadFile?fileId=33483607&checksum=8ffa784da6ee7214736c8b35c07605d5;English;details?core=esma_registers_priii_documents&docId=29405038;https://registers.esma.europa.eu/publication/downloadFile?fileId=33483607&checksum=8ffa784da6ee7214736c8b35c07605d5;SIA_Mintos_Finance_No23_-_984500D0010E54CED395__Base_Prospectus__29-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;29/05/2024;SG Issuer - 549300QNMDBVTHX8H127;;;BELGIUM,DENMARK,...;29/05/2024;downloadFile?fileId=33454070&checksum=2bd1c0e0bc45a898b59aba2bd3c4c28b;English;details?core=esma_registers_priii_documents&docId=29375786;https://registers.esma.europa.eu/publication/downloadFile?fileId=33454070&checksum=2bd1c0e0bc45a898b59aba2bd3c4c28b;SG_Issuer_-_549300QNMDBVTHX8H127__Base_Prospectus__29-05-2024.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;29/05/2024;SOCIETE DES GRANDS PROJETS - 9695004RTVK8D9VA8F57;;;;30/05/2024;downloadFile?fileId=33484393&checksum=6bd9e227b40c07a25120e0b5971275c9;English;details?core=esma_registers_priii_documents&docId=29405728;https://registers.esma.europa.eu/publication/downloadFile?fileId=33484393&checksum=6bd9e227b40c07a25120e0b5971275c9;SOCIETE_DES_GRANDS_PROJETS_-_9695004RTVK8D9VA8F57__Base_Prospectus__29-05-2024.pdf
LITHUANIA;Base prospectus without Final terms;Base Prospectus;28/05/2024;"Akcinė bendrovė ""Invalda INVL"" - 52990001IQUJ710GHH43";;;ESTONIA,LATVIA;29/05/2024;downloadFile?fileId=33452660&checksum=5bbc861c3b72d283b4596ee5b5cc4835;English;details?core=esma_registers_priii_documents&docId=29374440;https://registers.esma.europa.eu/publication/downloadFile?fileId=33452660&checksum=5bbc861c3b72d283b4596ee5b5cc4835;"Akcinė_bendrovė_""Invalda_INVL""_-_52990001IQUJ710GHH43__Base_Prospectus__28-05-2024.pdf"
SPAIN;Base prospectus without Final terms;Base Prospectus;28/05/2024;UNICAJA BANCO SA - 5493007SJLLCTM6J6M37;;;;28/05/2024;downloadFile?fileId=33418921&checksum=11bebeac2733cc75b2867514c2aa76dd;English;details?core=esma_registers_priii_documents&docId=29341039;https://registers.esma.europa.eu/publication/downloadFile?fileId=33418921&checksum=11bebeac2733cc75b2867514c2aa76dd;UNICAJA_BANCO_SA_-_5493007SJLLCTM6J6M37__Base_Prospectus__28-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;28/05/2024;ČEZ, a. s. - 529900S5R9YHJHYKKG94;;;;28/05/2024;downloadFile?fileId=33423542&checksum=ebb152f10257cb61be7d661bdfe78521;English;details?core=esma_registers_priii_documents&docId=29345661;https://registers.esma.europa.eu/publication/downloadFile?fileId=33423542&checksum=ebb152f10257cb61be7d661bdfe78521;ČEZ_a_s_-_529900S5R9YHJHYKKG94__Base_Prospectus__28-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;24/05/2024;A2A S.P.A. - 81560076E3944316DB24;;;;24/05/2024;downloadFile?fileId=33387888&checksum=ec7aec3b6b73286f8127213927651ec8;English;details?core=esma_registers_priii_documents&docId=29310683;https://registers.esma.europa.eu/publication/downloadFile?fileId=33387888&checksum=ec7aec3b6b73286f8127213927651ec8;A2A_SPA_-_81560076E3944316DB24__Base_Prospectus__24-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;24/05/2024;RINGKJØBING LANDBOBANK. AKTIESELSKAB - 2138002M5U5K4OUMVV62;;;;24/05/2024;downloadFile?fileId=33387356&checksum=b4bbb87a9b19cf7956a77fbf7f3053ef;English;details?core=esma_registers_priii_documents&docId=29310191;https://registers.esma.europa.eu/publication/downloadFile?fileId=33387356&checksum=b4bbb87a9b19cf7956a77fbf7f3053ef;RINGKJØBING_LANDBOBANK_AKTIESELSKAB_-_2138002M5U5K4OUMVV62__Base_Prospectus__24-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;24/05/2024;BANCO COMERCIAL PORTUGUÊS S.A. - JU1U6S0DG9YLT7N8ZV32;;;PORTUGAL;24/05/2024;downloadFile?fileId=33387713&checksum=8c5525813bbbd0bb05efdfab0a1008f9;English;details?core=esma_registers_priii_documents&docId=29310510;https://registers.esma.europa.eu/publication/downloadFile?fileId=33387713&checksum=8c5525813bbbd0bb05efdfab0a1008f9;BANCO_COMERCIAL_PORTUGUÊS_SA_-_JU1U6S0DG9YLT7N8ZV32__Base_Prospectus__24-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;24/05/2024;BANCO COMERCIAL PORTUGUÊS S.A. - JU1U6S0DG9YLT7N8ZV32;;;PORTUGAL;24/05/2024;downloadFile?fileId=33387500&checksum=1b97ce6b3b810752e2175a208ea4b324;English;details?core=esma_registers_priii_documents&docId=29310334;https://registers.esma.europa.eu/publication/downloadFile?fileId=33387500&checksum=1b97ce6b3b810752e2175a208ea4b324;BANCO_COMERCIAL_PORTUGUÊS_SA_-_JU1U6S0DG9YLT7N8ZV32__Base_Prospectus__24-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;23/05/2024;Allianz Finance II B.V. - 529900C9NVPTCPDI1D65, Allianz Finance III B.V. - 5299000TG8YATYNK8P87, Allianz SE - 529900K9B0N5BT694847;;;;23/05/2024;downloadFile?fileId=33363119&checksum=4101a85a1e9032e463f56052486e652f;English;details?core=esma_registers_priii_documents&docId=29286313;https://registers.esma.europa.eu/publication/downloadFile?fileId=33363119&checksum=4101a85a1e9032e463f56052486e652f;Allianz_Finance_II_BV_-_529900C9NVPTCPDI1D65_Allianz_Finance_III_BV_-_5299000TG8YATYNK8P87_Allianz_SE_-_529900K9B0N5BT694847__Base_Prospectus__23-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;23/05/2024;BANCO SANTANDER TOTTA, S.A. - 549300URJH9VSI58CS32;;;;23/05/2024;downloadFile?fileId=33363614&checksum=5bd9afdb48f33e170d3b1583bc47ab41;English;details?core=esma_registers_priii_documents&docId=29286804;https://registers.esma.europa.eu/publication/downloadFile?fileId=33363614&checksum=5bd9afdb48f33e170d3b1583bc47ab41;BANCO_SANTANDER_TOTTA_SA_-_549300URJH9VSI58CS32__Base_Prospectus__23-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;23/05/2024;(بنك دبي التجاري (ش.م.ع - 2138002DQL2YD4S8HE87, CBD (Cayman) Limited - 6354001ANEED7OVAYU98;;;;23/05/2024;downloadFile?fileId=33363484&checksum=96d8dad54adc9c3e359dac6e1fd60c52;English;details?core=esma_registers_priii_documents&docId=29286674;https://registers.esma.europa.eu/publication/downloadFile?fileId=33363484&checksum=96d8dad54adc9c3e359dac6e1fd60c52;(بنك_دبي_التجاري_(شمع_-_2138002DQL2YD4S8HE87_CBD_(Cayman)_Limited_-_6354001ANEED7OVAYU98__Base_Prospectus__23-05-2024.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;23/05/2024;SANOFI - 549300E9PC51EN656011;;;LUXEMBOURG;24/05/2024;downloadFile?fileId=33387933&checksum=0de8fc5670ed5a8f435afb31a1e22067;English;details?core=esma_registers_priii_documents&docId=29310728;https://registers.esma.europa.eu/publication/downloadFile?fileId=33387933&checksum=0de8fc5670ed5a8f435afb31a1e22067;SANOFI_-_549300E9PC51EN656011__Base_Prospectus__23-05-2024.pdf
NETHERLANDS;Base prospectus without Final terms;Base Prospectus;23/05/2024;BNG Bank N.V. - 529900GGYMNGRQTDOO93;;;AUSTRIA,BELGIUM,...;23/05/2024;downloadFile?fileId=33363725&checksum=443f3d577260dc92ed7e77ea0d6af88b;English;details?core=esma_registers_priii_documents&docId=29286915;https://registers.esma.europa.eu/publication/downloadFile?fileId=33363725&checksum=443f3d577260dc92ed7e77ea0d6af88b;BNG_Bank_NV_-_529900GGYMNGRQTDOO93__Base_Prospectus__23-05-2024.pdf
PORTUGAL;Base prospectus without Final terms;Base Prospectus;23/05/2024;BANCO SANTANDER TOTTA, S.A. - 549300URJH9VSI58CS32;;;;06/01/2025;downloadFile?fileId=37812101&checksum=192ebd9716b36ac508ab2af6e49874fc;English;details?core=esma_registers_priii_documents&docId=33492469;https://registers.esma.europa.eu/publication/downloadFile?fileId=37812101&checksum=192ebd9716b36ac508ab2af6e49874fc;BANCO_SANTANDER_TOTTA_SA_-_549300URJH9VSI58CS32__Base_Prospectus__23-05-2024.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;22/05/2024;Sinch AB (publ) - 549300UXY7QM6IDCGI12;;;;23/05/2024;downloadFile?fileId=33363607&checksum=80948f8cd8e587e63065a8848254c40f;English;details?core=esma_registers_priii_documents&docId=29286797;https://registers.esma.europa.eu/publication/downloadFile?fileId=33363607&checksum=80948f8cd8e587e63065a8848254c40f;Sinch_AB_(publ)_-_549300UXY7QM6IDCGI12__Base_Prospectus__22-05-2024.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;22/05/2024;SIA Mintos Finance No.29 - 9845002FF47DBSAFCD30;;;AUSTRIA,BELGIUM,...;23/05/2024;downloadFile?fileId=33362545&checksum=878025bceed7850e3cf6ddf16c357274;English;details?core=esma_registers_priii_documents&docId=29285812;https://registers.esma.europa.eu/publication/downloadFile?fileId=33362545&checksum=878025bceed7850e3cf6ddf16c357274;SIA_Mintos_Finance_No29_-_9845002FF47DBSAFCD30__Base_Prospectus__22-05-2024.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;22/05/2024;SIA TWINO Investments Poland - 984500BDTE51D13B6879;;;AUSTRIA,BELGIUM,...;23/05/2024;downloadFile?fileId=33362546&checksum=ee574b8f27087f9a2f348eddcb7e371d;English;details?core=esma_registers_priii_documents&docId=29285813;https://registers.esma.europa.eu/publication/downloadFile?fileId=33362546&checksum=ee574b8f27087f9a2f348eddcb7e371d;SIA_TWINO_Investments_Poland_-_984500BDTE51D13B6879__Base_Prospectus__22-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;22/05/2024;NATIXIS Pfandbriefbank AG - 529900J6VNDBVTKV7I86;;;GERMANY;22/05/2024;downloadFile?fileId=33336644&checksum=14166cb2c390839fdee83201830e6b52;English;details?core=esma_registers_priii_documents&docId=29261883;https://registers.esma.europa.eu/publication/downloadFile?fileId=33336644&checksum=14166cb2c390839fdee83201830e6b52;NATIXIS_Pfandbriefbank_AG_-_529900J6VNDBVTKV7I86__Base_Prospectus__22-05-2024.pdf
NETHERLANDS;Base prospectus without Final terms;Base Prospectus;22/05/2024;Knab N.V. - 549300772D1G8JPIUR96;;;AUSTRIA;22/05/2024;downloadFile?fileId=33336584&checksum=9e7a62e14492229fb8f489f838cd3d9e;English;details?core=esma_registers_priii_documents&docId=29261823;https://registers.esma.europa.eu/publication/downloadFile?fileId=33336584&checksum=9e7a62e14492229fb8f489f838cd3d9e;Knab_NV_-_549300772D1G8JPIUR96__Base_Prospectus__22-05-2024.pdf
BELGIUM;Base prospectus without Final terms;Base Prospectus;21/05/2024;KBC GROEP - 213800X3Q9LSAKRUWY91;;;;24/05/2024;downloadFile?fileId=33387721&checksum=e636820288f023edfa65364a96a590d7;English;details?core=esma_registers_priii_documents&docId=29310516;https://registers.esma.europa.eu/publication/downloadFile?fileId=33387721&checksum=e636820288f023edfa65364a96a590d7;KBC_GROEP_-_213800X3Q9LSAKRUWY91__Base_Prospectus__21-05-2024.pdf
BELGIUM;Base prospectus without Final terms;Base Prospectus;21/05/2024;BELFIUS BANK SA NV - A5GWLFH3KM7YV2SFQL84, Belfius Financing Company - 222100XN1KG7XBC16R52;;;;29/08/2024;downloadFile?fileId=35298865&checksum=4f3b0970fcadd623f64904b39b2b70fb;English;details?core=esma_registers_priii_documents&docId=31107750;https://registers.esma.europa.eu/publication/downloadFile?fileId=35298865&checksum=4f3b0970fcadd623f64904b39b2b70fb;BELFIUS_BANK_SA_NV_-_A5GWLFH3KM7YV2SFQL84_Belfius_Financing_Company_-_222100XN1KG7XBC16R52__Base_Prospectus__21-05-2024.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;17/05/2024;Vattenfall AB - 549300T5RZ1HA5HZ3109;;;;21/05/2024;downloadFile?fileId=33309700&checksum=1cbbbd6971fde9e3a814642842882c89;English;details?core=esma_registers_priii_documents&docId=29235641;https://registers.esma.europa.eu/publication/downloadFile?fileId=33309700&checksum=1cbbbd6971fde9e3a814642842882c89;Vattenfall_AB_-_549300T5RZ1HA5HZ3109__Base_Prospectus__17-05-2024.pdf
