Home Member State;Document Type;Prospectus Type;Approval or filing date;Issuer(s) Name / LEI;ISIN;EU Growth prospectus category;Host Member State(s);Last Update Date;Physical Document;Language;More Info;physical_doc_downl_url;file_name
IRELAND;Base prospectus without Final terms;Base Prospectus;17/05/2024;Pandora A/S - 5299007OWYZ6I1E46843;;;;17/05/2024;downloadFile?fileId=33260076&checksum=e52e6bb33e3e546b31e5b9e789161eeb;English;details?core=esma_registers_priii_documents&docId=29190637;https://registers.esma.europa.eu/publication/downloadFile?fileId=33260076&checksum=e52e6bb33e3e546b31e5b9e789161eeb;Pandora_A/S_-_5299007OWYZ6I1E46843__Base_Prospectus__17-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/05/2024;NOVA LJUBLJANSKA BANKA d.d., Ljubljana - 5493001BABFV7P27OW30;;;;17/05/2024;downloadFile?fileId=33260222&checksum=6b3ccbc7506585f98df1aa2836c4d8a4;English;details?core=esma_registers_priii_documents&docId=29190783;https://registers.esma.europa.eu/publication/downloadFile?fileId=33260222&checksum=6b3ccbc7506585f98df1aa2836c4d8a4;NOVA_LJUBLJANSKA_BANKA_dd_Ljubljana_-_5493001BABFV7P27OW30__Base_Prospectus__17-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/05/2024;CAIXA ECONOMICA MONTEPIO GERAL, CAIXA ECONÓMICA BANCÁRIA, S.A. - 2138004FIUXU3B2MR537;;;;17/05/2024;downloadFile?fileId=33260223&checksum=fb9da5e144fa3035de551960594448d4;English;details?core=esma_registers_priii_documents&docId=29190784;https://registers.esma.europa.eu/publication/downloadFile?fileId=33260223&checksum=fb9da5e144fa3035de551960594448d4;CAIXA_ECONOMICA_MONTEPIO_GERAL_CAIXA_ECONÓMICA_BANCÁRIA_SA_-_2138004FIUXU3B2MR537__Base_Prospectus__17-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/05/2024;SG Issuer - 549300QNMDBVTHX8H127;;;BELGIUM,DENMARK,...;17/05/2024;downloadFile?fileId=33260045&checksum=054179dc9173e217b75168f79ff4efc9;English;details?core=esma_registers_priii_documents&docId=29190606;https://registers.esma.europa.eu/publication/downloadFile?fileId=33260045&checksum=054179dc9173e217b75168f79ff4efc9;SG_Issuer_-_549300QNMDBVTHX8H127__Base_Prospectus__17-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;17/05/2024;FRESENIUS FINANCE IRELAND II PUBLIC LIMITED COMPANY - 5299003EJP0V2ACKHG10, Fresenius Finance Ireland Public Limited Company - 549300GFSOR556BX2290, Fresenius SE & Co. KGaA - XDFJ0CYCOO1FXRFTQS51;;;GERMANY;17/05/2024;downloadFile?fileId=33260381&checksum=00a55fcd81382bffc02b09e3529d9ef9;English;details?core=esma_registers_priii_documents&docId=29190939;https://registers.esma.europa.eu/publication/downloadFile?fileId=33260381&checksum=00a55fcd81382bffc02b09e3529d9ef9;FRESENIUS_FINANCE_IRELAND_II_PUBLIC_LIMITED_COMPANY_-_5299003EJP0V2ACKHG10_Fresenius_Finance_Ireland_Public_Limited_Company_-_549300GFSOR556BX2290_Fresenius_SE_&_Co_KGaA_-_XDFJ0CYCOO1FXRFTQS51__Base_Prospectus__17-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;17/05/2024;Nordea Bank Abp - 529900ODI3047E2LIV03;;;LUXEMBOURG,NORWAY;17/05/2024;downloadFile?fileId=33260167&checksum=79deb82e08df7e2fa4f2b1f75d5a7559;English;details?core=esma_registers_priii_documents&docId=29190728;https://registers.esma.europa.eu/publication/downloadFile?fileId=33260167&checksum=79deb82e08df7e2fa4f2b1f75d5a7559;Nordea_Bank_Abp_-_529900ODI3047E2LIV03__Base_Prospectus__17-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;16/05/2024;STATNETT SF - 5967007LIEEXZXHAI017;;;NORWAY;16/05/2024;downloadFile?fileId=33235240&checksum=f58ea925a5cb4f8610374e19f101c653;English;details?core=esma_registers_priii_documents&docId=29166516;https://registers.esma.europa.eu/publication/downloadFile?fileId=33235240&checksum=f58ea925a5cb4f8610374e19f101c653;STATNETT_SF_-_5967007LIEEXZXHAI017__Base_Prospectus__16-05-2024.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;16/05/2024;Vontobel Financial Products GmbH - 5299009N4N61DPCDHR97;;;CZECHIA,DENMARK,...;16/05/2024;downloadFile?fileId=33236207&checksum=7bfa6e1cdb35b6030fd3e7084fb8812a;English;details?core=esma_registers_priii_documents&docId=29166778;https://registers.esma.europa.eu/publication/downloadFile?fileId=33236207&checksum=7bfa6e1cdb35b6030fd3e7084fb8812a;Vontobel_Financial_Products_GmbH_-_5299009N4N61DPCDHR97__Base_Prospectus__16-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;16/05/2024;CIMA FINANCE DESIGNATED ACTIVITY COMPANY - 213800AALTMFR1SJLJ51;;;;16/05/2024;downloadFile?fileId=33234582&checksum=35b1aa54fd4d52672fc523783bd0347f;English;details?core=esma_registers_priii_documents&docId=29165952;https://registers.esma.europa.eu/publication/downloadFile?fileId=33234582&checksum=35b1aa54fd4d52672fc523783bd0347f;CIMA_FINANCE_DESIGNATED_ACTIVITY_COMPANY_-_213800AALTMFR1SJLJ51__Base_Prospectus__16-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;16/05/2024;MERCEDES-BENZ FINANCE CANADA INC. - 549300G6QKWRPOX3M965, MERCEDES-BENZ FINANCE NORTH AMERICA LLC - 549300423Z16BB673J12, Mercedes-Benz Australia/Pacific Pty Ltd - 52990085N0XOUJCARM37, Mercedes-Benz Finance Co., Ltd. - 529900OKJD24K7O4X993, Mercedes-Benz Group AG - 529900R27DL06UVNT076, Mercedes-Benz International Finance B.V. - 529900RUGCXMPEENHQ31;;;GERMANY,NETHERLANDS;16/05/2024;downloadFile?fileId=33235223&checksum=3a9a7506561c745b5facb62597d1a865;English;details?core=esma_registers_priii_documents&docId=29166499;https://registers.esma.europa.eu/publication/downloadFile?fileId=33235223&checksum=3a9a7506561c745b5facb62597d1a865;MERCEDES-BENZ_FINANCE_CANADA_INC_-_549300G6QKWRPOX3M965_MERCEDES-BENZ_FINANCE_NORTH_AMERICA_LLC_-_549300423Z16BB673J12_Mercedes-Benz_Australia/Pacific_Pty_Ltd_-_52990085N0XOUJCARM37_Mercedes-Benz_Finance_Co_Ltd_-_529900OKJD24K7O4X993_Mercedes-Benz_Group_AG_-_529900R27DL06UVNT076_Mercedes-Benz_International_Finance_BV_-_529900RUGCXMPEENHQ31__Base_Prospectus__16-05-2024.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;15/05/2024;SIA Mintos Finance No.31 - 984500B9CF5645EC6746;;;AUSTRIA,BELGIUM,...;15/05/2024;downloadFile?fileId=33211801&checksum=05516aae12b32b87af7b586f29b331f5;English;details?core=esma_registers_priii_documents&docId=29143577;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211801&checksum=05516aae12b32b87af7b586f29b331f5;SIA_Mintos_Finance_No31_-_984500B9CF5645EC6746__Base_Prospectus__15-05-2024.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;15/05/2024;Indemo SPV Issuer No1 SIA - 6488R109SEO6R317YK44;;;GERMANY,SPAIN;15/05/2024;downloadFile?fileId=33211851&checksum=e1bbf095759687d61e244fd7aad72733;English;details?core=esma_registers_priii_documents&docId=29143627;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211851&checksum=e1bbf095759687d61e244fd7aad72733;Indemo_SPV_Issuer_No1_SIA_-_6488R109SEO6R317YK44__Base_Prospectus__15-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;15/05/2024;Harp Issuer Public Limited Company - 6354004X7YVOLLD4FR65;;;GERMANY;15/05/2024;downloadFile?fileId=33211951&checksum=afc95e85116cba8c65cb48410542a84d;English;details?core=esma_registers_priii_documents&docId=29143727;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211951&checksum=afc95e85116cba8c65cb48410542a84d;Harp_Issuer_Public_Limited_Company_-_6354004X7YVOLLD4FR65__Base_Prospectus__15-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;15/05/2024;Conti-Gummi Finance B.V. - 7245005XLGUQL4UWDV24, Continental Aktiengesellschaft - 529900A7YD9C0LLXM621, Continental Rubber of America, Corp. - 529900ERKJOX9XU8KO59;;;GERMANY,NETHERLANDS;15/05/2024;downloadFile?fileId=33211702&checksum=af1cb01dc27c03169021c4d851e7eaa8;English;details?core=esma_registers_priii_documents&docId=29143478;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211702&checksum=af1cb01dc27c03169021c4d851e7eaa8;Conti-Gummi_Finance_BV_-_7245005XLGUQL4UWDV24_Continental_Aktiengesellschaft_-_529900A7YD9C0LLXM621_Continental_Rubber_of_America_Corp_-_529900ERKJOX9XU8KO59__Base_Prospectus__15-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;15/05/2024;Alphabeta Access Products Limited - 635400IVGSQEAHVLPB96;;;SWEDEN;15/05/2024;downloadFile?fileId=33211883&checksum=5b7f43c6ec469d6232ea53bc716dc535;English;details?core=esma_registers_priii_documents&docId=29143659;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211883&checksum=5b7f43c6ec469d6232ea53bc716dc535;Alphabeta_Access_Products_Limited_-_635400IVGSQEAHVLPB96__Base_Prospectus__15-05-2024.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;15/05/2024;Vontobel Financial Products GmbH - 5299009N4N61DPCDHR97;;;CZECHIA,DENMARK,...;15/05/2024;downloadFile?fileId=33212669&checksum=afe381e404f23dfdf10e5ab848245749;English;details?core=esma_registers_priii_documents&docId=29144045;https://registers.esma.europa.eu/publication/downloadFile?fileId=33212669&checksum=afe381e404f23dfdf10e5ab848245749;Vontobel_Financial_Products_GmbH_-_5299009N4N61DPCDHR97__Base_Prospectus__15-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;15/05/2024;NE Property B.V. - 7245006AG9J70KOIJH36;;;ROMANIA;15/05/2024;downloadFile?fileId=33211593&checksum=0ce976efb860d30e6cb1b2c6a9c6411d;English;details?core=esma_registers_priii_documents&docId=29143369;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211593&checksum=0ce976efb860d30e6cb1b2c6a9c6411d;NE_Property_BV_-_7245006AG9J70KOIJH36__Base_Prospectus__15-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;15/05/2024;Würth Finance International B.V. - 5JB3IE65ZU13TA0DGN10;;;AUSTRIA,GERMANY;15/05/2024;downloadFile?fileId=33211141&checksum=873affbe5b3a067153371bb6dfece836;English;details?core=esma_registers_priii_documents&docId=29142918;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211141&checksum=873affbe5b3a067153371bb6dfece836;Würth_Finance_International_BV_-_5JB3IE65ZU13TA0DGN10__Base_Prospectus__15-05-2024.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;15/05/2024;ELIS - 969500UX71LCE8MAY492;;;;16/05/2024;downloadFile?fileId=33235401&checksum=94ab0bc2a1df904b4f170c2f87e0eb81;English;details?core=esma_registers_priii_documents&docId=29166677;https://registers.esma.europa.eu/publication/downloadFile?fileId=33235401&checksum=94ab0bc2a1df904b4f170c2f87e0eb81;ELIS_-_969500UX71LCE8MAY492__Base_Prospectus__15-05-2024.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;15/05/2024;THALES - 529900FNDVTQJOVVPZ19;;;;16/05/2024;downloadFile?fileId=33235402&checksum=d3bc02b96a258fb0486ac7c3c56a528a;English;details?core=esma_registers_priii_documents&docId=29166678;https://registers.esma.europa.eu/publication/downloadFile?fileId=33235402&checksum=d3bc02b96a258fb0486ac7c3c56a528a;THALES_-_529900FNDVTQJOVVPZ19__Base_Prospectus__15-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;15/05/2024;BANCO DEL ESTADO DE CHILE - 5493004R4EJC0W0XVQ72;;;;15/05/2024;downloadFile?fileId=33211795&checksum=b0e7e6271ed4a13218ff0455c0e22316;English;details?core=esma_registers_priii_documents&docId=29143571;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211795&checksum=b0e7e6271ed4a13218ff0455c0e22316;BANCO_DEL_ESTADO_DE_CHILE_-_5493004R4EJC0W0XVQ72__Base_Prospectus__15-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;15/05/2024;Eurogrid GmbH - 967600Q53854Z2NBCC81;;;;15/05/2024;downloadFile?fileId=33211460&checksum=4e636d740c6aac54159ec7533d6ef837;English;details?core=esma_registers_priii_documents&docId=29143237;https://registers.esma.europa.eu/publication/downloadFile?fileId=33211460&checksum=4e636d740c6aac54159ec7533d6ef837;Eurogrid_GmbH_-_967600Q53854Z2NBCC81__Base_Prospectus__15-05-2024.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;14/05/2024;Hamburg Commercial Bank AG - TUKDD90GPC79G1KOE162;;;AUSTRIA,LUXEMBOURG;14/05/2024;downloadFile?fileId=33190019&checksum=bf99038d0446741d9e459b231e5fbb2c;English;details?core=esma_registers_priii_documents&docId=29121848;https://registers.esma.europa.eu/publication/downloadFile?fileId=33190019&checksum=bf99038d0446741d9e459b231e5fbb2c;Hamburg_Commercial_Bank_AG_-_TUKDD90GPC79G1KOE162__Base_Prospectus__14-05-2024.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;14/05/2024;Vontobel Financial Products GmbH - 5299009N4N61DPCDHR97;;;AUSTRIA,DENMARK,...;14/05/2024;downloadFile?fileId=33190016&checksum=817e03771ad017bf2d085d7c093b19bd;English;details?core=esma_registers_priii_documents&docId=29121845;https://registers.esma.europa.eu/publication/downloadFile?fileId=33190016&checksum=817e03771ad017bf2d085d7c093b19bd;Vontobel_Financial_Products_GmbH_-_5299009N4N61DPCDHR97__Base_Prospectus__14-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;14/05/2024;Erste Abwicklungsanstalt - 7TG4VWERK338227TR435;;;GERMANY;14/05/2024;downloadFile?fileId=33189579&checksum=7a585eb37c08e3a3f818dd9ea2f98db9;English;details?core=esma_registers_priii_documents&docId=29121718;https://registers.esma.europa.eu/publication/downloadFile?fileId=33189579&checksum=7a585eb37c08e3a3f818dd9ea2f98db9;Erste_Abwicklungsanstalt_-_7TG4VWERK338227TR435__Base_Prospectus__14-05-2024.pdf
GERMANY;Base prospectus without Final terms;Base Prospectus;14/05/2024;Vontobel Financial Products GmbH - 5299009N4N61DPCDHR97;;;AUSTRIA,DENMARK,...;14/05/2024;downloadFile?fileId=33190018&checksum=8493901b001f39f8e424c453b5b2bd37;English;details?core=esma_registers_priii_documents&docId=29121847;https://registers.esma.europa.eu/publication/downloadFile?fileId=33190018&checksum=8493901b001f39f8e424c453b5b2bd37;Vontobel_Financial_Products_GmbH_-_5299009N4N61DPCDHR97__Base_Prospectus__14-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;13/05/2024;Münchener Hypothekenbank eG - 529900GM944JT8YIRL63;;;AUSTRIA,GERMANY,...;13/05/2024;downloadFile?fileId=33133942&checksum=678c2507ce8f08e87eed0e0c66ed8de8;English;details?core=esma_registers_priii_documents&docId=29066304;https://registers.esma.europa.eu/publication/downloadFile?fileId=33133942&checksum=678c2507ce8f08e87eed0e0c66ed8de8;Münchener_Hypothekenbank_eG_-_529900GM944JT8YIRL63__Base_Prospectus__13-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;13/05/2024;DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG - 5299007S3UH5RKUYDA52;;;AUSTRIA,GERMANY;13/05/2024;downloadFile?fileId=33133941&checksum=9003e875292d5711aedf3a90d1c3beba;English;details?core=esma_registers_priii_documents&docId=29066303;https://registers.esma.europa.eu/publication/downloadFile?fileId=33133941&checksum=9003e875292d5711aedf3a90d1c3beba;DEUTSCHE_APOTHEKER-_UND_ÄRZTEBANK_EG_-_5299007S3UH5RKUYDA52__Base_Prospectus__13-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;13/05/2024;ING-DIBA AG - 3KXUNHVVQFIJN6RHLO76;;;GERMANY;13/05/2024;downloadFile?fileId=33135073&checksum=300720e83d62db77286c16f095bd7e94;English;details?core=esma_registers_priii_documents&docId=29067386;https://registers.esma.europa.eu/publication/downloadFile?fileId=33135073&checksum=300720e83d62db77286c16f095bd7e94;ING-DIBA_AG_-_3KXUNHVVQFIJN6RHLO76__Base_Prospectus__13-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;10/05/2024;UNICREDIT, SOCIETA' PER AZIONI - 549300TRUWO2CD2G5692;;;ITALY;10/05/2024;downloadFile?fileId=33131790&checksum=dea32dbd0255033f565954f0736529a5;English;details?core=esma_registers_priii_documents&docId=29064471;https://registers.esma.europa.eu/publication/downloadFile?fileId=33131790&checksum=dea32dbd0255033f565954f0736529a5;UNICREDIT_SOCIETA'_PER_AZIONI_-_549300TRUWO2CD2G5692__Base_Prospectus__10-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;10/05/2024;BMW Finance N.V. - 5299006ZHG3IXU0PNJ56, BMW International Investment B.V. - 724500J951RJJFEW5X49, BMW Japan Finance Corp. - 529900GO2ARNWHXKM791, BMW US CAPITAL, LLC - KK5MZM9DIXLXZL9DZL15, Bayerische Motoren Werke Aktiengesellschaft - YEH5ZCD6E441RHVHD759;;;AUSTRIA,GERMANY,...;10/05/2024;downloadFile?fileId=33131530&checksum=6c9ba93ab1afda83556a8517de681c0b;English;details?core=esma_registers_priii_documents&docId=29064211;https://registers.esma.europa.eu/publication/downloadFile?fileId=33131530&checksum=6c9ba93ab1afda83556a8517de681c0b;BMW_Finance_NV_-_5299006ZHG3IXU0PNJ56_BMW_International_Investment_BV_-_724500J951RJJFEW5X49_BMW_Japan_Finance_Corp_-_529900GO2ARNWHXKM791_BMW_US_CAPITAL_LLC_-_KK5MZM9DIXLXZL9DZL15_Bayerische_Motoren_Werke_Aktiengesellschaft_-_YEH5ZCD6E441RHVHD759__Base_Prospectus__10-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;10/05/2024;Canadian Imperial Bank of Commerce - 2IGI19DL77OX0HC3ZE78, Canadian Imperial Bank of Commerce - 2IGI19DL77OX0HC3ZE78, Canadian Imperial Bank of Commerce - 2IGI19DL77OX0HC3ZE78;;;BELGIUM,FRANCE,...;10/05/2024;downloadFile?fileId=33130914&checksum=f821024ad7e428e186cf9363d6d252ec;English;details?core=esma_registers_priii_documents&docId=29064120;https://registers.esma.europa.eu/publication/downloadFile?fileId=33130914&checksum=f821024ad7e428e186cf9363d6d252ec;Canadian_Imperial_Bank_of_Commerce_-_2IGI19DL77OX0HC3ZE78_Canadian_Imperial_Bank_of_Commerce_-_2IGI19DL77OX0HC3ZE78_Canadian_Imperial_Bank_of_Commerce_-_2IGI19DL77OX0HC3ZE78__Base_Prospectus__10-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;10/05/2024;LANXESS Aktiengesellschaft - 529900PTLRE72EMYIJ77;;;AUSTRIA,GERMANY;10/05/2024;downloadFile?fileId=33131529&checksum=8db7d20f44a08103dbf217486976d4c2;English;details?core=esma_registers_priii_documents&docId=29064210;https://registers.esma.europa.eu/publication/downloadFile?fileId=33131529&checksum=8db7d20f44a08103dbf217486976d4c2;LANXESS_Aktiengesellschaft_-_529900PTLRE72EMYIJ77__Base_Prospectus__10-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;10/05/2024;CREDIT AGRICOLE CIB FINANCIAL SOLUTIONS - 969500HUHIE5GG515X42, CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK - 1VUV7VQFKUOQSJ21A208, Crédit Agricole CIB Finance Luxembourg S.A. - 529900XFWQOQK3RQS789;;;AUSTRIA,BELGIUM,...;10/05/2024;downloadFile?fileId=33131802&checksum=d2442334ac278ff6b4b8f5f7048b899d;English;details?core=esma_registers_priii_documents&docId=29064483;https://registers.esma.europa.eu/publication/downloadFile?fileId=33131802&checksum=d2442334ac278ff6b4b8f5f7048b899d;CREDIT_AGRICOLE_CIB_FINANCIAL_SOLUTIONS_-_969500HUHIE5GG515X42_CREDIT_AGRICOLE_CORPORATE_AND_INVESTMENT_BANK_-_1VUV7VQFKUOQSJ21A208_Crédit_Agricole_CIB_Finance_Luxembourg_SA_-_529900XFWQOQK3RQS789__Base_Prospectus__10-05-2024.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;10/05/2024;"""CASSA DEPOSITI E PRESTITI SOCIETA' PER AZIONI"" (DENOMINATA ANCHE : ""CDP S.P.A.) - 81560029E2CE4D14F425";;;;10/05/2024;downloadFile?fileId=33131508&checksum=190cf823cfafcd08defbc6bbe0ad1776;English;details?core=esma_registers_priii_documents&docId=29064190;https://registers.esma.europa.eu/publication/downloadFile?fileId=33131508&checksum=190cf823cfafcd08defbc6bbe0ad1776;"""CASSA_DEPOSITI_E_PRESTITI_SOCIETA'_PER_AZIONI""_(DENOMINATA_ANCHE_:_""CDP_SPA)_-_81560029E2CE4D14F425__Base_Prospectus__10-05-2024.pdf"
IRELAND;Base prospectus without Final terms;Base Prospectus;10/05/2024;AIB GROUP PUBLIC LIMITED COMPANY - 635400AKJBGNS5WNQL34, Allied Irish Banks plc - 3U8WV1YX2VMUHH7Z1Q21;;;;10/05/2024;downloadFile?fileId=33131555&checksum=8bd58cb88acc3cc813cce64ebc765092;English;details?core=esma_registers_priii_documents&docId=29064236;https://registers.esma.europa.eu/publication/downloadFile?fileId=33131555&checksum=8bd58cb88acc3cc813cce64ebc765092;AIB_GROUP_PUBLIC_LIMITED_COMPANY_-_635400AKJBGNS5WNQL34_Allied_Irish_Banks_plc_-_3U8WV1YX2VMUHH7Z1Q21__Base_Prospectus__10-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;10/05/2024;MERLIN PROPERTIES SOCIMI, S.A. - 959800L8KD863DP30X04;;;;10/05/2024;downloadFile?fileId=33132179&checksum=f78eae9d4dea8b7eac44c3688c865d48;English;details?core=esma_registers_priii_documents&docId=29064859;https://registers.esma.europa.eu/publication/downloadFile?fileId=33132179&checksum=f78eae9d4dea8b7eac44c3688c865d48;MERLIN_PROPERTIES_SOCIMI_SA_-_959800L8KD863DP30X04__Base_Prospectus__10-05-2024.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;10/05/2024;CARS ALLIANCE AUTO LOANS FRANCE MASTER - 969500FA2VUXZOJY0Q24;;;;10/05/2024;downloadFile?fileId=33132181&checksum=8c8e965b30fcb9699accedb22fa42514;English;details?core=esma_registers_priii_documents&docId=29064861;https://registers.esma.europa.eu/publication/downloadFile?fileId=33132181&checksum=8c8e965b30fcb9699accedb22fa42514;CARS_ALLIANCE_AUTO_LOANS_FRANCE_MASTER_-_969500FA2VUXZOJY0Q24__Base_Prospectus__10-05-2024.pdf
